Date,Description,Category,Amount,Balance,Reference,Account,Status
2105-05-22,Allocation assessment terms confidential,Insurance,-1544.35,-839197.05,REF-121704,ACC-1173,Reconciled
2105-05-24,Stakeholder management reserved intellec,Legal,6714.03,-832483.02,REF-853760,ACC-8987,Reconciled
2105-05-28,Framework compliance payment agreement c,Utilities,-7033.05,-839516.07,REF-574000,ACC-8276,Reconciled
2105-05-31,Risk the disclosure implementation infor,Insurance,5808.87,-833707.20,REF-482766,ACC-2942,Pending
2105-06-03,Confidential vendor allocation disclosur,Travel,97.79,-833609.41,REF-127592,ACC-5929,Cleared
2105-06-07,Implementation deliverable milestone imp,Payroll,-2846.05,-836455.46,REF-531303,ACC-3530,Pending
2105-06-09,Quarterly financial confidential informa,Legal,1752.02,-834703.44,REF-966215,ACC-3966,Pending
2105-06-13,Intellectual regulatory payment disclosu,Utilities,-872.15,-835575.59,REF-739096,ACC-2890,Pending
2105-06-15,Financial dog project risk confidential ,Legal,3043.26,-832532.33,REF-728589,ACC-8877,Pending
2105-06-17,The property delivery timeline over proj,Legal,8415.06,-824117.27,REF-342061,ACC-6265,Cleared
2105-06-22,Milestone allocation over confidential d,Software,6150.41,-817966.86,REF-101308,ACC-3672,Cleared
2105-06-25,Project project the deliverable property,Software,-9384.25,-827351.11,REF-967240,ACC-2056,Pending
2105-06-30,Terms deliverable quick allocation discl,Consulting,9541.48,-817809.63,REF-354356,ACC-4987,Pending
2105-07-03,Dog deliverable resource client regulato,Legal,-421.46,-818231.09,REF-887738,ACC-3883,Cleared
2105-07-06,Framework confidential invoice quick dog,Legal,5476.52,-812754.57,REF-597750,ACC-2282,Pending
2105-07-10,Payment disclosure audit terms brown imp,Travel,-2133.94,-814888.51,REF-983968,ACC-1151,Pending
2105-07-11,Milestone deliverable deliverable non-di,Insurance,-3689.52,-818578.03,REF-833410,ACC-2864,Pending
2105-07-15,Allocation financial delivery non-disclo,Payroll,-9900.80,-828478.83,REF-968387,ACC-7163,Reconciled
2105-07-20,Strategic client payment deliverable imp,Legal,-3649.76,-832128.59,REF-547471,ACC-9192,Cleared
2105-07-24,Resource report assessment client confid,Travel,1194.20,-830934.39,REF-754855,ACC-5286,Pending
2105-07-28,Milestone planning terms allocation disc,Utilities,-3765.35,-834699.74,REF-652590,ACC-9116,Pending
2105-07-29,Confidential fox quarterly timeline inte,Insurance,-6502.14,-841201.88,REF-811638,ACC-6221,Pending
2105-07-31,Non-disclosure confidential implementati,Utilities,-1316.58,-842518.46,REF-886251,ACC-7502,Pending
2105-08-03,Intellectual meeting invoice budget mile,Legal,8879.12,-833639.34,REF-297603,ACC-1894,Pending
2105-08-08,Agreement implementation project budget ,Software,7722.81,-825916.53,REF-146145,ACC-5462,Cleared
2105-08-12,Client client proprietary timeline expen,Insurance,2921.27,-822995.26,REF-512208,ACC-5845,Pending
2105-08-15,Terms invoice non-disclosure financial f,Travel,2434.70,-820560.56,REF-848765,ACC-7931,Cleared
2105-08-18,Financial budget quick fox information b,Utilities,-9955.92,-830516.48,REF-650528,ACC-5760,Reconciled
2105-08-19,Quarterly quick information terms client,Office Supplies,-2154.12,-832670.60,REF-920228,ACC-9141,Reconciled
2105-08-22,Proprietary jumps risk regulatory jumps ,Software,6924.43,-825746.17,REF-386728,ACC-9685,Reconciled
2105-08-26,Dog lazy non-disclosure budget project r,Office Supplies,7285.75,-818460.42,REF-163154,ACC-8491,Reconciled
2105-08-30,Risk stakeholder resource the financial ,Legal,-9145.69,-827606.11,REF-604851,ACC-3506,Reconciled
2105-09-01,Assessment proprietary agreement payment,Payroll,-4205.50,-831811.61,REF-460697,ACC-7383,Pending
2105-09-04,Audit meeting lazy risk risk client inte,Payroll,8696.09,-823115.52,REF-928040,ACC-4229,Reconciled
2105-09-05,Implementation risk reserved agreement i,Consulting,6592.05,-816523.47,REF-326895,ACC-3862,Cleared
2105-09-09,Management implementation budget resourc,Travel,-5124.18,-821647.65,REF-352239,ACC-8068,Pending
2105-09-11,The over jumps contract compliance budge,Office Supplies,4654.95,-816992.70,REF-183749,ACC-5339,Cleared
2105-09-16,Strategic client management terms rights,Legal,-6191.70,-823184.40,REF-123091,ACC-1614,Pending
2105-09-17,Confidential delivery fox proprietary fr,Marketing,9791.09,-813393.31,REF-697257,ACC-9622,Pending
2105-09-21,Information regulatory over financial th,Marketing,-8357.13,-821750.44,REF-573086,ACC-3049,Reconciled
2105-09-25,Over invoice management fox audit alloca,Travel,-163.98,-821914.42,REF-498105,ACC-4009,Pending
2105-09-29,Budget stakeholder fox payment risk risk,Payroll,-3840.59,-825755.01,REF-632889,ACC-8585,Reconciled
2105-10-01,Intellectual stakeholder contract agreem,Marketing,6963.37,-818791.64,REF-944970,ACC-4477,Pending
2105-10-02,Timeline deliverable timeline intellectu,Insurance,-8664.46,-827456.10,REF-703628,ACC-7077,Cleared
2105-10-06,Risk budget brown compliance lazy rights,Software,370.32,-827085.78,REF-616944,ACC-4577,Reconciled
2105-10-10,Confidential client assessment confident,Travel,4062.32,-823023.46,REF-539829,ACC-5020,Pending
2105-10-11,Over vendor property proprietary meeting,Insurance,-136.96,-823160.42,REF-136263,ACC-5291,Pending
2105-10-12,Intellectual agreement terms rights conf,Consulting,-9216.13,-832376.55,REF-549820,ACC-7582,Reconciled
2105-10-15,Vendor audit quick agreement agreement c,Travel,-9041.89,-841418.44,REF-546950,ACC-3910,Reconciled
2105-10-18,Quick deliverable property fox quick ass,Legal,-6627.39,-848045.83,REF-169262,ACC-8637,Cleared
2105-10-22,Budget terms allocation risk report stra,Travel,8796.34,-839249.49,REF-566398,ACC-7381,Cleared
2105-10-26,Disclosure allocation contract project p,Office Supplies,5722.08,-833527.41,REF-598148,ACC-8556,Cleared
2105-10-30,Strategic audit delivery meeting dog laz,Travel,-8770.95,-842298.36,REF-244198,ACC-2986,Pending
2105-11-03,Stakeholder jumps allocation invoice rep,Utilities,4432.52,-837865.84,REF-420290,ACC-2327,Cleared
2105-11-05,Information timeline delivery planning l,Insurance,-5490.94,-843356.78,REF-238582,ACC-1792,Reconciled
2105-11-07,Management dog lazy disclosure confident,Software,7284.89,-836071.89,REF-693672,ACC-2881,Pending
2105-11-12,Expenses proprietary over proprietary ov,Travel,1525.71,-834546.18,REF-330079,ACC-3222,Reconciled
2105-11-15,Confidential implementation disclosure e,Utilities,-4502.47,-839048.65,REF-154301,ACC-6283,Pending
2105-11-17,Stakeholder risk lazy resource terms the,Insurance,7817.15,-831231.50,REF-802239,ACC-8325,Cleared
2105-11-21,Property payment risk milestone framewor,Legal,-1056.75,-832288.25,REF-333602,ACC-7906,Reconciled
2105-11-23,Regulatory rights the agreement delivery,Software,-877.05,-833165.30,REF-214549,ACC-2097,Pending
2105-11-24,Property management project fox timeline,Office Supplies,8129.97,-825035.33,REF-552732,ACC-6103,Cleared
2105-11-28,Terms vendor rights milestone stakeholde,Travel,963.98,-824071.35,REF-646727,ACC-4414,Cleared
2105-11-29,Assessment lazy property invoice budget ,Office Supplies,8737.40,-815333.95,REF-236817,ACC-5382,Reconciled
2105-12-03,Strategic assessment framework revenue a,Software,9072.65,-806261.30,REF-542999,ACC-3423,Cleared
2105-12-08,Assessment jumps allocation financial in,Office Supplies,1852.48,-804408.82,REF-888374,ACC-6552,Cleared
2105-12-13,Resource assessment resource strategic r,Utilities,-4806.54,-809215.36,REF-343497,ACC-6281,Pending
2105-12-18,Implementation brown over resource imple,Marketing,-3464.31,-812679.67,REF-338135,ACC-6021,Reconciled
2105-12-20,Payment lazy client invoice stakeholder ,Marketing,-3923.86,-816603.53,REF-896569,ACC-2477,Pending
2105-12-23,Project report brown deliverable propert,Office Supplies,7502.94,-809100.59,REF-829975,ACC-2308,Reconciled
2105-12-26,Information the payment delivery milesto,Utilities,5990.54,-803110.05,REF-941536,ACC-7462,Reconciled
2105-12-27,Payment the information non-disclosure i,Consulting,3670.10,-799439.95,REF-420199,ACC-5358,Reconciled
2105-12-29,Jumps over quick risk confidential timel,Legal,-8394.53,-807834.48,REF-531799,ACC-6646,Reconciled
2106-01-02,Planning audit contract revenue procurem,Insurance,1294.85,-806539.63,REF-769146,ACC-2088,Pending
2106-01-07,Payment report financial over expenses s,Software,1451.31,-805088.32,REF-595943,ACC-6970,Reconciled
2106-01-10,Expenses rights audit confidential reven,Consulting,6195.61,-798892.71,REF-615759,ACC-9728,Pending
2106-01-15,Allocation meeting vendor audit lazy fox,Utilities,7695.33,-791197.38,REF-248832,ACC-3689,Reconciled
2106-01-20,Dog disclosure rights delivery vendor qu,Payroll,6325.74,-784871.64,REF-441503,ACC-1905,Reconciled
2106-01-22,Assessment reserved revenue assessment b,Software,8940.63,-775931.01,REF-607639,ACC-6243,Reconciled
2106-01-25,Risk quarterly delivery proprietary meet,Insurance,-7775.83,-783706.84,REF-361191,ACC-4720,Cleared
2106-01-27,Procurement revenue disclosure implement,Consulting,-8875.50,-792582.34,REF-460197,ACC-8617,Reconciled
2106-01-28,Stakeholder quick over project deliverab,Utilities,6369.40,-786212.94,REF-401696,ACC-2232,Pending
2106-02-01,Information implementation confidential ,Utilities,5449.38,-780763.56,REF-890676,ACC-4014,Cleared
2106-02-04,The compliance regulatory allocation mee,Insurance,8979.37,-771784.19,REF-347100,ACC-6609,Pending
2106-02-06,Non-disclosure expenses allocation vendo,Marketing,3271.53,-768512.66,REF-419151,ACC-2330,Pending
2106-02-09,Assessment jumps rights planning jumps r,Utilities,-2882.67,-771395.33,REF-430797,ACC-2311,Cleared
2106-02-12,Over delivery payment jumps client over ,Software,-6207.47,-777602.80,REF-341623,ACC-8365,Reconciled
2106-02-13,Management allocation contract implement,Insurance,-3158.70,-780761.50,REF-623650,ACC-5754,Pending
2106-02-18,Information regulatory budget quick jump,Office Supplies,4643.05,-776118.45,REF-406547,ACC-2573,Reconciled
2106-02-19,Deliverable vendor disclosure milestone ,Payroll,4460.77,-771657.68,REF-128816,ACC-6013,Cleared
2106-02-20,Regulatory property reserved expenses ma,Software,1109.30,-770548.38,REF-999469,ACC-4219,Reconciled
2106-02-23,Client the information terms quarterly p,Consulting,2816.88,-767731.50,REF-231763,ACC-9304,Cleared
2106-02-26,Strategic dog report reserved regulatory,Utilities,-4630.99,-772362.49,REF-213031,ACC-5452,Reconciled
2106-03-02,Milestone financial property risk contra,Marketing,1951.92,-770410.57,REF-508390,ACC-3511,Reconciled
2106-03-03,Reserved regulatory rights deliverable d,Utilities,-9193.92,-779604.49,REF-159824,ACC-3228,Pending
2106-03-07,Allocation non-disclosure delivery risk ,Legal,8132.15,-771472.34,REF-280444,ACC-4380,Cleared
2106-03-10,Report budget rights rights non-disclosu,Legal,6478.54,-764993.80,REF-557943,ACC-2835,Pending
2106-03-12,Delivery deliverable planning reserved i,Payroll,-514.88,-765508.68,REF-491236,ACC-4873,Reconciled
2106-03-14,Non-disclosure meeting stakeholder intel,Software,8062.39,-757446.29,REF-863518,ACC-5957,Pending
2106-03-17,Intellectual brown stakeholder brown fox,Legal,8225.68,-749220.61,REF-934155,ACC-2373,Cleared
2106-03-18,Agreement client brown revenue milestone,Office Supplies,-3579.28,-752799.89,REF-443234,ACC-8129,Reconciled
2106-03-19,Financial timeline reserved revenue comp,Legal,-9420.76,-762220.65,REF-387518,ACC-2473,Reconciled
2106-03-21,Jumps lazy stakeholder procurement frame,Utilities,-1013.00,-763233.65,REF-884057,ACC-6139,Pending
2106-03-26,Delivery intellectual planning assessmen,Marketing,-5635.29,-768868.94,REF-816457,ACC-1677,Pending
2106-03-31,Regulatory non-disclosure assessment all,Software,-9854.42,-778723.36,REF-322137,ACC-8533,Pending
2106-04-03,Report risk contract deliverable risk in,Software,9492.06,-769231.30,REF-895212,ACC-1447,Pending
2106-04-08,Over brown resource client reserved risk,Office Supplies,7351.97,-761879.33,REF-618277,ACC-2217,Pending
2106-04-09,Proprietary quarterly over resource prop,Travel,-966.83,-762846.16,REF-260227,ACC-7662,Pending
2106-04-10,Confidential compliance the resource str,Payroll,2976.98,-759869.18,REF-682503,ACC-5686,Pending
2106-04-14,Audit strategic audit property terms del,Legal,2717.86,-757151.32,REF-542429,ACC-6794,Cleared
2106-04-16,Non-disclosure compliance confidential p,Payroll,9095.04,-748056.28,REF-417341,ACC-1749,Cleared
2106-04-17,Jumps reserved invoice invoice procureme,Legal,6151.51,-741904.77,REF-549236,ACC-8999,Reconciled
2106-04-20,Invoice assessment vendor proprietary cl,Travel,-1716.17,-743620.94,REF-599041,ACC-3610,Pending
2106-04-23,Audit quarterly client allocation risk r,Office Supplies,-3271.86,-746892.80,REF-374249,ACC-6766,Reconciled
2106-04-26,Assessment over quarterly intellectual i,Consulting,6869.76,-740023.04,REF-933247,ACC-2622,Cleared
2106-04-28,Procurement information lazy financial o,Legal,5379.11,-734643.93,REF-315292,ACC-1180,Reconciled
2106-05-02,Non-disclosure management brown terms ju,Payroll,-8059.33,-742703.26,REF-699712,ACC-3633,Cleared
2106-05-05,Non-disclosure procurement assessment te,Office Supplies,347.23,-742356.03,REF-345350,ACC-1877,Pending
2106-05-06,Over financial over report framework str,Software,2312.34,-740043.69,REF-359364,ACC-3279,Pending
2106-05-09,Contract risk over budget resource clien,Consulting,2029.70,-738013.99,REF-339906,ACC-2932,Cleared
2106-05-13,Meeting management property audit quarte,Travel,-5977.66,-743991.65,REF-411941,ACC-5327,Pending
2106-05-16,Information meeting delivery invoice pro,Insurance,-9807.71,-753799.36,REF-660643,ACC-7986,Reconciled
2106-05-17,Agreement contract stakeholder contract ,Office Supplies,-3651.36,-757450.72,REF-752609,ACC-6537,Pending
2106-05-18,Regulatory resource delivery over quarte,Software,-3335.49,-760786.21,REF-481345,ACC-3509,Reconciled
2106-05-23,Strategic report lazy compliance fox ove,Consulting,180.54,-760605.67,REF-198024,ACC-4004,Reconciled
2106-05-26,Milestone procurement meeting lazy expen,Payroll,9563.43,-751042.24,REF-416835,ACC-3883,Cleared
2106-05-30,Quick contract client quick assessment t,Office Supplies,-3811.32,-754853.56,REF-729482,ACC-2332,Cleared
2106-06-01,Brown delivery regulatory revenue proper,Travel,701.17,-754152.39,REF-287918,ACC-6659,Reconciled
2106-06-05,Disclosure disclosure audit rights quick,Software,3318.55,-750833.84,REF-328824,ACC-4973,Pending
2106-06-08,Expenses confidential management impleme,Marketing,722.56,-750111.28,REF-276603,ACC-1525,Pending
2106-06-12,Fox deliverable non-disclosure expenses ,Payroll,-7295.72,-757407.00,REF-411808,ACC-8892,Reconciled
2106-06-15,Information revenue contract confidentia,Utilities,-7601.31,-765008.31,REF-379319,ACC-5923,Cleared
2106-06-16,Disclosure client disclosure project tim,Insurance,1711.45,-763296.86,REF-727737,ACC-9928,Reconciled
2106-06-17,Report planning contract confidential ex,Payroll,9520.52,-753776.34,REF-519022,ACC-9364,Cleared
2106-06-18,Audit disclosure quarterly allocation ma,Office Supplies,-3290.72,-757067.06,REF-426446,ACC-1648,Cleared
2106-06-21,Risk non-disclosure project allocation s,Office Supplies,1525.77,-755541.29,REF-195223,ACC-2772,Pending
2106-06-22,Lazy compliance information jumps dog re,Payroll,7795.84,-747745.45,REF-980071,ACC-7866,Cleared
2106-06-25,Reserved implementation non-disclosure n,Travel,7236.93,-740508.52,REF-561896,ACC-4576,Reconciled
2106-06-29,Payment proprietary the audit financial ,Office Supplies,6532.63,-733975.89,REF-664238,ACC-1875,Cleared
2106-07-02,Brown meeting audit planning confidentia,Office Supplies,920.08,-733055.81,REF-419881,ACC-5640,Pending
2106-07-04,Compliance client stakeholder project pa,Insurance,9773.24,-723282.57,REF-470368,ACC-2757,Cleared
2106-07-06,Milestone framework confidential regulat,Utilities,-9531.70,-732814.27,REF-703507,ACC-8361,Pending
2106-07-10,Meeting planning over property informati,Software,-7610.67,-740424.94,REF-349961,ACC-8644,Cleared
2106-07-12,Property vendor resource report planning,Consulting,-3070.44,-743495.38,REF-397908,ACC-7453,Cleared
2106-07-15,Invoice invoice jumps risk proprietary s,Insurance,-6520.94,-750016.32,REF-765011,ACC-8971,Reconciled
2106-07-20,Proprietary property financial planning ,Travel,9620.94,-740395.38,REF-981742,ACC-3350,Pending
2106-07-22,Report project over rights deliverable j,Utilities,175.52,-740219.86,REF-204593,ACC-9280,Pending
2106-07-27,Brown disclosure compliance vendor resou,Legal,6644.35,-733575.51,REF-162208,ACC-2485,Cleared
2106-07-29,Intellectual quarterly over over plannin,Insurance,7024.90,-726550.61,REF-911131,ACC-7555,Pending
2106-07-30,Strategic non-disclosure timeline quick ,Utilities,4161.61,-722389.00,REF-797060,ACC-4384,Pending
2106-08-04,Non-disclosure delivery over agreement i,Office Supplies,-5067.44,-727456.44,REF-786431,ACC-5108,Cleared
2106-08-05,Stakeholder deliverable fox timeline exp,Office Supplies,-8592.71,-736049.15,REF-716764,ACC-1654,Pending
2106-08-07,Intellectual milestone implementation cl,Utilities,2210.41,-733838.74,REF-372810,ACC-1975,Cleared
2106-08-08,Report revenue terms stakeholder resourc,Software,7859.75,-725978.99,REF-184299,ACC-4927,Reconciled
